"batter" "launch_angle" "launch_speed" "events" "estimated_ba_using_speedangle" "estimated_woba_using_speedangle"
"26174" 543510 55 82.6 "field_out" 0.026 0.024
"26175" 682985 -51 71.6 "single" 0.2 0.18
"26176" 621439 23 98 "field_out" 0.337 0.453
"26177" 670276 19 96.6 "double" 0.329 0.364
"26178" 664702 28 92.4 "field_out" 0.123 0.173
"26179" 500743 56 77.8 "field_out" 0.077 0.093
"26180" 642715 -17 93.9 "field_out" 0.166 0.164
"26181" 671739 56 57.6 "field_out" 0.026 0.023
"26182" 621043 11 105.6 "single" 0.897 0.933
"26183" 592663 28 60.9 "field_out" 0.614 0.553
"26184" 573131 45 96 "sac_fly" 0.011 0.018
"26185" 663611 12 88.4 "single" 0.754 0.7
"26186" 624414 14 103.7 "single" 0.74 0.776
"26187" 676801 25 91.5 "field_out" 0.151 0.19
"26188" 677594 -37 70.4 "field_out" 0.089 0.08
"26189" 670764 -25 85.4 "field_out" 0.066 0.061
"26190" 592885 -29 70 "field_out" 0.046 0.043
"26191" 683146 46 100.1 "field_out" 0.029 0.051
"26192" 650333 -40 54.9 "field_out" 0.137 0.123
"26193" 455139 57 76.2 "field_out" 0.074 0.089
"26194" 545121 -31 84.5 "field_out" 0.046 0.041
"26195" 668472 58 87 "field_out" 0.023 0.03
"26196" 669397 -62 56.8 "field_out" 0.254 0.241
"26197" 656941 25 94.2 "field_out" 0.169 0.206
"26198" 605131 -15 94.7 "grounded_into_double_play" 0.189 0.178
"26199" 665155 8 96.8 "single" 0.617 0.566
"26200" 571466 -20 60 "field_out" 0.051 0.046
"26201" 660271 1 103.9 "single" 0.466 0.42
"26202" 453568 -7 98.6 "single" 0.271 0.244
"26203" 641933 9 108.8 "single" 0.811 0.798
"26204" 606157 14 83.8 "single" 0.846 0.804
"26205" 663611 24 64 "single" 0.731 0.658
"26206" 681146 -9 84.5 "field_out" 0.123 0.116
"26207" 677950 -7 96.4 "field_out" 0.237 0.224
"26208" 462101 23 79.5 "field_out" 0.717 0.704
"26209" 571875 59 79.6 "field_out" 0.04 0.043
"26210" 608700 -15 97.5 "field_out" 0.197 0.194
"26211" 669289 -40 58.4 "field_out" 0.131 0.118
"26212" 572233 -18 86.2 "field_out" 0.1 0.096
"26213" 519222 -18 103.2 "field_out" 0.211 0.204
"26214" 664314 6 70.6 "single" 0.166 0.149
"26215" 687093 23 99.6 "field_out" 0.46 0.673
"26216" 657041 31 104.8 "home_run" 0.791 1.63
"26217" 622682 -3 69.5 "single" 0.091 0.082
"26218" 673490 39 88.4 "field_out" 0.011 0.016
"26219" 644374 41 86.1 "sac_fly" 0.017 0.024
"26220" 592192 12 76.7 "field_out" 0.4 0.36
"26221" 519222 2 79.6 "field_out" 0.203 0.183
"26222" 578428 6 88 "single" 0.429 0.396
"26223" 666969 23 95.3 "field_out" 0.18 0.228
"26224" 624503 -18 100.5 "force_out" 0.151 0.136
"26225" 607208 -2 93.6 "force_out" 0.297 0.28
"26226" 623205 27 99.5 "home_run" 0.54 0.926
"26227" 571912 10 74.2 "field_out" 0.291 0.262
"26228" 664761 -58 72.3 "field_error" 0.263 0.251
"26229" 676480 31 85.6 "field_out" 0.04 0.045
"26230" 665161 -44 78.5 "field_out" 0.109 0.098
"26231" 642350 71 71.4 "field_out" 0 0
"26232" 596142 -5 91 "field_out" 0.166 0.149
"26233" 663527 32 75.8 "field_out" 0.263 0.254
"26234" 624641 5 76.5 "field_out" 0.269 0.253
"26235" 592144 -33 89.2 "field_out" 0.097 0.105
"26236" 666624 17 79.9 "single" 0.909 0.854
"26237" 663837 -2 87.9 "field_out" 0.229 0.219
"26238" 656716 -2 92.7 "field_out" 0.274 0.25
"26239" 605548 49 97.6 "field_out" 0.006 0.009
"26240" 474832 -3 97.8 "field_out" 0.32 0.302
"26241" 677649 31 86.6 "field_out" 0.043 0.053
"26242" 643396 3 96.7 "field_error" 0.506 0.493
"26243" 663993 19 72.2 "single" 0.854 0.797
"26244" 643446 35 56.3 "field_out" 0.371 0.334
"26245" 660688 4 97.1 "force_out" 0.549 0.54
"26246" 661531 53 95.2 "field_out" 0.006 0.005
"26247" 592696 15 94.5 "single" 0.817 0.826
"26248" 553882 35 91.3 "field_out" 0.037 0.054
"26249" 443558 74 88 "field_out" 0.003 0.003
"26250" 669222 14 81.8 "single" 0.777 0.735
"26251" 670764 21 80.2 "double" 0.834 0.788
"26252" 666801 -5 68.9 "single" 0.089 0.08
"26253" 572191 1 107.6 "field_out" 0.514 0.477
"26254" 682928 1 84.6 "field_out" 0.277 0.264
"26255" 670623 22 96.4 "double" 0.209 0.252
"26256" 643446 14 97.5 "field_out" 0.9 0.897
"26257" 571466 14 91.6 "single" 0.943 0.92
"26258" 605141 56 69.6 "field_out" 0.074 0.077
"26259" 624431 19 102.5 "double" 0.466 0.583
"26260" 669304 12 103.2 "single" 0.917 0.914
"26261" 593428 -26 88.9 "field_out" 0.071 0.066
"26262" 608348 14 100.3 "single" 0.789 0.78
"26263" 656582 -61 89.1 "field_out" 0.246 0.263
"26264" 595909 20 105.8 "field_out" 0.694 0.994
"26265" 596059 19 103 "field_out" 0.466 0.583
"26266" 596019 35 44.8 "force_out" 0.203 0.183
"26267" 669304 46 95 "field_out" 0.006 0.008
"26268" 643446 3 97.4 "double" 0.506 0.493
"26269" 657077 5 100.1 "field_out" 0.623 0.586
"26270" 624413 36 95.3 "field_out" 0.114 0.22
"26271" 502671 21 103.5 "home_run" 0.634 0.884
"26272" 663630 -19 78.1 "grounded_into_double_play" 0.046 0.043
"26273" 657757 4 96.5 "double" 0.494 0.481
"26274" 641355 30 96.5 "field_out" 0.217 0.384
"26275" 666181 2 104.6 "field_out" 0.503 0.472
"26276" 670770 60 87.6 "field_out" 0.011 0.011
"26277" 608841 13 101.6 "single" 0.894 0.899
"26278" 608369 15 91.3 "single" 0.92 0.895
"26279" 661388 -7 100.5 "field_out" 0.271 0.251
"26280" 600869 -35 71.2 "field_out" 0.089 0.092
"26281" 642336 72 92.6 "field_out" 0.011 0.01
"26282" 514917 24 97.3 "field_out" 0.3 0.392
"26283" 624428 22 93.9 "field_out" 0.194 0.228
"26284" 666182 30 96.8 "field_out" 0.271 0.476
"26285" 663586 -2 74.2 "grounded_into_double_play" 0.094 0.085
"26286" 570731 8 101.9 "double" 0.689 0.632
"26287" 605612 -11 84.3 "field_out" 0.131 0.124
"26288" 596146 -76 55.1 "field_error" 0.191 0.172
"26289" 665828 26 87.3 "field_out" 0.089 0.085
"26290" 660688 33 90.8 "field_out" 0.06 0.105
"26291" 642731 -15 84.2 "field_out" 0.111 0.108
"26292" 669065 0 63.1 "field_out" 0.123 0.111
"26293" 571771 42 85.6 "field_out" 0.014 0.019
"26294" 642731 -16 90.2 "field_out" 0.114 0.103
"26295" 624641 -15 107.6 "single" 0.217 0.195
"26296" 624503 11 91 "single" 0.74 0.709
"26297" 664731 51 90.2 "field_out" 0.017 0.02
"26298" 457759 15 98.8 "field_out" 0.717 0.697
"26299" 624428 0 103.1 "force_out" 0.469 0.441
"26300" 543760 35 88.3 "field_out" 0.02 0.026
"26301" 624414 -15 86.7 "double" 0.109 0.1
"26302" 592325 36 82.2 "field_out" 0.026 0.036
"26303" 456781 15 101.5 "single" 0.637 0.626
"26304" 622761 -45 42.6 "force_out" 0.231 0.229
"26305" 593871 8 94.8 "field_out" 0.58 0.533
"26306" 553993 13 97 "single" 0.926 0.909
"26307" 650402 -7 94.4 "field_out" 0.217 0.198
"26308" 516416 8 92.2 "field_out" 0.571 0.538
"26309" 592206 8 108.9 "single" 0.751 0.727
"26310" 656941 16 109 "triple" 0.694 0.832
"26311" 641487 10 104.7 "field_out" 0.82 0.807
"26312" 623168 60 81.9 "field_out" 0.023 0.021
"26313" 543063 47 82.3 "field_out" 0.009 0.008
"26314" 572204 4 83.3 "field_out" 0.283 0.255
"26315" 516782 23 80.9 "single" 0.543 0.508
"26316" 543063 7 100.7 "double" 0.68 0.64
"26317" 545358 19 100.3 "field_out" 0.369 0.436
"26318" 669222 -14 77.7 "field_out" 0.069 0.062
"26319" 623912 -65 NA "single" NA NA
"26320" 669304 31 95.5 "field_out" 0.209 0.391
"26321" 663837 -34 100.2 "field_error" 0.106 0.095
"26322" 670770 38 99.9 "field_out" 0.211 0.427
"26323" 596117 -4 89.1 "single" 0.191 0.183
"26324" 644374 16 89.2 "single" 0.914 0.889
"26325" 624413 63 97.9 "field_out" 0.02 0.027
"26326" 519203 73 86.3 "field_out" 0.006 0.005
"26327" 608700 -26 92.7 "single" 0.071 0.064
"26328" 622761 18 107.9 "triple" 0.691 0.925
"26329" 641857 12 108.2 "single" 0.891 0.934
"26330" 602104 6 105.5 "single" 0.609 0.587
"26331" 543543 35 82.2 "field_out" 0.029 0.038
"26332" 670032 29 77.6 "field_out" 0.249 0.23
"26333" 621550 66 79.5 "field_out" 0.006 0.005
"26334" 621566 -46 72.1 "field_out" 0.151 0.136
"26335" 592273 46 73 "field_out" 0.171 0.173
"26336" 670623 11 101.8 "double" 0.903 0.883
"26337" 621020 55 78.8 "field_out" 0.066 0.076
"26338" 665120 19 84.3 "field_out" 0.786 0.757
"26339" 641933 5 95.5 "field_out" 0.477 0.461
"26340" 680776 7 43.5 "single" 0.177 0.163
"26341" 593428 0 88 "field_out" 0.24 0.216
"26342" 681146 36 78.1 "field_out" 0.057 0.051
"26343" 596146 63 83.6 "field_out" 0.006 0.005
"26344" 493329 49 69.8 "field_out" 0.171 0.168
"26345" 660162 -15 93.6 "field_out" 0.169 0.152
"26346" 456781 -16 82.6 "force_out" 0.109 0.113
"26347" 665161 5 74.9 "force_out" 0.223 0.201
"26348" 516782 23 71.5 "single" 0.957 0.914
"26349" 605204 -11 89.5 "field_out" 0.171 0.185
"26350" 664058 28 89.8 "field_out" 0.094 0.116
"26351" 669222 -47 86 "field_out" 0.109 0.103
"26352" 405395 -5 85.1 "single" 0.131 0.118
"26353" 641487 0 68.8 "field_out" 0.14 0.147
"26354" 624413 -20 73.9 "field_out" 0.054 0.06
"26355" 643217 57 88.9 "field_out" 0.011 0.011
"26356" 605612 26 97.8 "double" 0.406 0.604
"26357" 669221 -11 91.9 "field_out" 0.16 0.153
"26358" 664761 -1 102.6 "field_out" 0.409 0.374
"26359" 668709 -67 36.2 "field_out" 0.223 0.209
"26360" 666185 -27 59.7 "field_out" 0.049 0.044
"26361" 676632 -22 93 "field_out" 0.086 0.077
"26362" 669743 39 85.4 "field_out" 0.02 0.028
"26363" 665926 -37 75.8 "field_out" 0.086 0.077
"26364" 676632 -3 74.6 "force_out" 0.097 0.087
"26365" 502110 15 96.8 "double" 0.791 0.8
"26366" 519203 75 68.6 "field_out" 0.006 0.006
"26367" 519390 19 94.1 "field_out" 0.349 0.342
"26368" 572233 35 100.8 "sac_fly" 0.409 0.816
"26369" 677950 -17 68.6 "single" 0.046 0.041
"26370" 660707 25 97.5 "field_out" 0.434 0.655
"26371" 575929 5 111.2 "force_out" 0.669 0.623
"26372" 571745 -12 92.1 "fielders_choice_out" 0.146 0.133
"26373" 516416 35 100.6 "field_out" 0.409 0.816
"26374" 593871 68 87.8 "field_out" 0.011 0.015
"26375" 443558 40 66.6 "single" 0.511 0.489
"26376" 686469 4 91.4 "fielders_choice" 0.377 0.339
"26377" 519058 -4 94.7 "single" 0.294 0.286
"26378" 656941 -3 110.5 "field_out" 0.477 0.447
"26379" 547989 9 80.2 "force_out" 0.371 0.334
"26380" 608385 13 66.9 "field_out" 0.346 0.311
"26381" 607043 15 103.7 "double" 0.62 0.651
"26382" 665155 35 99.2 "field_out" 0.28 0.548
"26383" 663898 12 101.6 "single" 0.934 0.939
"26384" 669352 -30 82.3 "field_out" 0.049 0.045
"26385" 600303 -5 98 "single" 0.274 0.247
"26386" 668942 -19 88.9 "single" 0.106 0.1
"26387" 592663 3 104.7 "single" 0.511 0.464
"26388" 624641 1 94.8 "field_out" 0.414 0.397
"26389" 666801 -22 94.4 "force_out" 0.1 0.09
"26390" 642336 -42 47.3 "single" 0.18 0.165
"26391" 681146 31 92.6 "field_out" 0.109 0.189
"26392" 596059 86 82.6 "field_out" 0.017 0.02
"26393" 592669 58 85 "field_out" 0.023 0.022
"26394" 663656 3 77.3 "fielders_choice_out" 0.211 0.204
"26395" 647304 -1 93.8 "field_out" 0.323 0.305
"26396" 663538 36 94.6 "field_out" 0.114 0.22
"26397" 621020 40 93.3 "field_out" 0.023 0.023
"26398" 672695 NA NA "field_out" NA NA
"26399" 606992 26 82 "field_out" 0.229 0.235
"26400" 605353 -14 94.6 "single" 0.169 0.152
"26401" 666969 25 97.2 "double" 0.351 0.512
"26402" 596019 78 86.8 "field_out" 0.011 0.012
"26403" 607043 12 73.8 "double" 0.343 0.309
"26404" 666176 43 100.2 "field_out" 0.069 0.127
"26405" 664034 6 67.7 "grounded_into_double_play" 0.171 0.155
"26406" 607208 -15 73.2 "field_out" 0.054 0.049
"26407" 543877 5 101.2 "single" 0.64 0.613
"26408" 608324 38 92.9 "field_out" 0.069 0.12
"26409" 571657 17 76.9 "single" 0.849 0.79
"26410" 592192 43 92.8 "field_out" 0.003 0.003
"26411" 657557 -19 92.1 "field_out" 0.097 0.087
"26412" 641487 27 83.4 "field_out" 0.134 0.13
"26413" 573262 -4 95.9 "field_out" 0.314 0.317
"26414" 596019 32 96.3 "field_out" 0.189 0.349
"26415" 657077 29 78 "field_out" 0.249 0.23
"26416" 614177 50 73.9 "sac_fly" 0.111 0.111
"26417" 493329 5 86.7 "double" 0.409 0.392
"26418" 672386 -76 54.2 "field_out" 0.183 0.165
"26419" 664034 19 95.2 "field_out" 0.349 0.367
"26420" 663837 21 91.7 "field_out" 0.246 0.247
"26421" 596748 30 46.7 "double_play" 0.26 0.234
"26422" 681082 6 63.6 "field_out" 0.171 0.154
"26423" 457705 -24 89.9 "force_out" 0.097 0.098
"26424" 575929 14 94.9 "single" 0.914 0.901
"26425" 656185 37 87.2 "field_out" 0.011 0.015
"26426" 457759 13 96.2 "single" 0.92 0.892
"26427" 578428 -27 90.9 "field_out" 0.074 0.067
"26428" 641355 32 96.1 "double" 0.189 0.349
"26429" 474832 -28 85.4 "field_out" 0.043 0.039
"26430" 545358 5 92.6 "grounded_into_double_play" 0.437 0.404
"26431" 664774 22 92.2 "field_out" 0.194 0.199
"26432" 664058 30 92 "field_out" 0.089 0.133
"26433" 642727 17 62.3 "double" 0.386 0.347
"26434" 668709 52 86.1 "field_out" 0.02 0.026
"26435" 669221 65 74.3 "field_out" 0.006 0.005
"26436" 608841 7 79.4 "single" 0.349 0.34
"26437" 519058 15 76.5 "single" 0.634 0.571
"26438" 521692 41 103 "field_out" 0.246 0.491
"26439" 456781 -14 95.5 "single" 0.169 0.152
"26440" 592206 6 100.4 "single" 0.651 0.611
"26441" 542932 13 105.4 "single" 0.783 0.782
"26442" 671739 2 101.3 "field_out" 0.486 0.45
"26443" 650333 -11 86 "field_out" 0.157 0.163
"26444" 457759 -14 87 "field_out" 0.117 0.106
"26445" 666185 -46 30.4 "field_out" 0.254 0.241
"26446" 595879 -1 96.4 "field_out" 0.346 0.326
"26447" 614177 51 93.8 "field_out" 0.003 0.003
"26448" 596019 11 95.4 "single" 0.791 0.756
"26449" 642133 26 89.7 "field_out" 0.154 0.216
"26450" 643446 25 54.2 "double_play" 0.346 0.311
"26451" 630105 50 85.7 "field_out" 0.006 0.005
"26452" 518934 -7 78.6 "field_out" 0.103 0.094
"26453" 650619 -21 67.9 "field_out" 0.051 0.052
"26454" 623912 21 90.6 "field_out" 0.26 0.255
"26455" 642715 48 96.3 "field_out" 0 0
"26456" 663624 29 84.4 "field_out" 0.083 0.094
"26457" 641857 34 100.3 "field_out" 0.377 0.749
"26458" 571448 39 80.7 "sac_fly" 0.02 0.018
"26459" 676801 7 70.9 "field_out" 0.183 0.165
"26460" 664983 47 88.7 "field_out" 0.009 0.012
"26461" 592450 -5 101.2 "single" 0.274 0.247
"26462" 664761 6 88.2 "single" 0.429 0.396
"26463" 670623 -3 100.4 "field_out" 0.34 0.323
"26464" 663993 -27 85.5 "field_out" 0.043 0.039
"26465" 527038 1 85.8 "field_out" 0.289 0.272
"26466" 605421 -49 58.9 "field_out" 0.183 0.165
"26467" 676694 15 102.8 "field_out" 0.649 0.691
"26468" 621020 55 91.5 "field_out" 0.006 0.005
"26469" 677950 -70 NA "field_out" NA NA
"26470" 642350 27 93.4 "field_out" 0.149 0.201
"26471" 593871 36 79.8 "field_out" 0.034 0.033
"26472" 592696 -16 96.4 "field_out" 0.194 0.197
"26473" 669289 -12 101.2 "field_out" 0.223 0.201
"26474" 669065 1 104 "field_out" 0.466 0.42
"26475" 665161 -58 54.8 "field_out" 0.22 0.198
"26476" 518595 -19 95.3 "single" 0.134 0.126
"26477" 607208 -24 84.9 "field_out" 0.071 0.067
"26478" 623993 26 85.3 "field_out" 0.137 0.147
"26479" 621028 46 88.7 "field_out" 0.011 0.017
"26480" 660162 64 92.1 "field_out" 0.009 0.009
"26481" 650489 -1 96.2 "field_out" 0.346 0.326
"26482" 571745 21 76.6 "single" 0.934 0.893
"26483" 592273 39 78 "field_out" 0.06 0.058
"26484" 608348 8 102.7 "field_out" 0.683 0.628
"26485" 669257 37 107.5 "home_run" 0.657 1.351
"26486" 663611 15 79.2 "single" 0.74 0.692
"26487" 666185 19 86.9 "single" 0.674 0.651
"26488" 642731 68 52.3 "field_out" 0 0
"26489" 677649 -20 82.8 "force_out" 0.06 0.054
"26490" 516416 -10 104.7 "field_out" 0.286 0.257
"26491" 673548 -19 99.8 "field_out" 0.143 0.129
"26492" 545341 -20 76.6 "force_out" 0.043 0.042
"26493" 677594 7 101.4 "single" 0.68 0.64
"26494" 665489 -3 93.8 "field_out" 0.28 0.262
"26495" 646240 -50 76.3 "field_out" 0.174 0.158
"26496" 663457 -11 99.4 "triple" 0.246 0.236
"26497" 663697 2 94.2 "single" 0.411 0.388
"26498" 462101 20 94.9 "field_out" 0.263 0.3
"26499" 668227 85 79.4 "field_out" 0.011 0.011
"26500" 650489 27 86 "field_out" 0.111 0.144
"26501" 624641 51 87.3 "field_out" 0.014 0.017
"26502" 596117 33 62.9 "field_out" 0.683 0.615
"26503" 677649 8 105.3 "single" 0.691 0.665
"26504" 643396 29 77.1 "field_out" 0.311 0.289
"26505" 669242 -20 90.8 "field_out" 0.1 0.091
"26506" 543257 11 83.8 "single" 0.549 0.503
"26507" 650333 -12 92.7 "grounded_into_double_play" 0.151 0.14
"26508" 543063 32 101.5 "home_run" 0.534 1.068
"26509" 621043 31 87.6 "field_out" 0.046 0.058
"26510" 668939 18 61.2 "single" 0.38 0.342
"26511" 663457 -3 91 "single" 0.214 0.193
"26512" 640461 48 71.2 "field_out" 0.2 0.219
"26513" 605141 42 83 "field_out" 0.023 0.029
"26514" 683146 8 86.6 "field_out" 0.486 0.453
"26515" 642715 5 99.6 "single" 0.623 0.586
"26516" 571657 20 97.2 "field_out" 0.277 0.317
"26517" 624641 49 77 "field_out" 0.069 0.062
"26518" 518692 17 98.4 "single" 0.509 0.557
"26519" 663611 -21 87 "fielders_choice_out" 0.114 0.12
"26520" 621566 0 70.3 "double" 0.126 0.12
"26521" 661388 53 79.5 "field_out" 0.06 0.066
"26522" 663898 13 77.6 "single" 0.517 0.465
"26523" 608385 41 75.8 "field_out" 0.123 0.13
"26524" 405395 30 105.4 "home_run" 0.794 1.616
"26525" 543760 3 103.3 "grounded_into_double_play" 0.546 0.522
"26526" 657041 14 105.7 "single" 0.7 0.752
"26527" 572041 20 84.9 "field_out" 0.603 0.583
"26528" 519058 47 93.1 "field_out" 0 0
"26529" 571657 4 98.5 "single" 0.557 0.532
"26530" 664774 -55 49.3 "field_out" 0.203 0.183
"26531" 649966 11 96.9 "field_out" 0.837 0.817
"26532" 640461 62 80.4 "field_out" 0.023 0.025
"26533" 622534 7 89.2 "single" 0.469 0.434
"26534" 664761 22 101.2 "field_out" 0.483 0.658
"26535" 502671 57 90.3 "field_out" 0.009 0.008
"26536" 592518 1 97.7 "field_out" 0.406 0.365
"26537" 571448 -21 102.1 "field_out" 0.183 0.181
"26538" 673548 21 87.7 "field_out" 0.38 0.374
"26539" 672386 43 99.5 "field_out" 0.069 0.127
"26540" 572191 14 90.4 "single" 0.954 0.929
"26541" 543592 7 100.2 "field_out" 0.651 0.601
"26542" 677951 30 90.2 "field_out" 0.066 0.087
"26543" 622761 10 97.1 "single" 0.703 0.643
"26544" 642336 39 84.2 "field_out" 0.02 0.026
"26545" 672779 23 98 "field_out" 0.337 0.453
"26546" 687093 6 105.8 "single" 0.609 0.587
"26547" 642708 -10 92.2 "grounded_into_double_play" 0.186 0.188
"26548" 545341 35 83.9 "field_out" 0.02 0.03
"26549" 663993 14 93.7 "single" 0.92 0.928
"26550" 607208 -56 63.3 "single" 0.237 0.213
"26551" 664913 17 106.9 "field_out" 0.591 0.706
"26552" 664761 -8 96.3 "field_out" 0.234 0.224
"26553" 664034 35 86.6 "sac_fly" 0.009 0.008
"26554" 643393 -2 26.6 "sac_bunt" 0.254 0.266
"26555" 682985 -7 86.6 "field_out" 0.114 0.103
"26556" 467793 4 102.4 "field_out" 0.574 0.543
"26557" 641914 -61 45.7 "fielders_choice" 0.211 0.19
"26558" 641584 37 96.6 "field_out" 0.143 0.268
"26559" 642727 -17 60.8 "field_out" 0.04 0.036
"26560" 527038 -52 74.7 "field_out" 0.2 0.184
"26561" 668800 27 72.8 "single" 0.771 0.724
"26562" 621566 26 99 "field_out" 0.463 0.718
"26563" 573262 34 75.2 "field_out" 0.266 0.258
"26564" 650490 -9 100.9 "field_out" 0.263 0.237
"26565" 663538 -28 94.1 "field_out" 0.089 0.082
"26566" 453568 -14 94.4 "field_out" 0.166 0.149
"26567" 608369 -5 87.9 "field_out" 0.157 0.146
"26568" 686681 35 82.9 "field_out" 0.026 0.039
"26569" 665750 15 74.8 "single" 0.611 0.55
"26570" 662139 -10 104.3 "field_out" 0.28 0.252
"26571" 593428 -8 81.3 "field_out" 0.1 0.09
"26572" 592144 -24 76.1 "field_out" 0.023 0.021
"26573" 682985 -66 86.6 "field_out" 0.254 0.251
"26574" 516416 26 94.4 "sac_fly" 0.189 0.26
"26575" 650489 13 80.4 "single" 0.591 0.541
"26576" 592696 NA NA "field_out" NA NA
"26577" 668800 2 95.3 "field_out" 0.434 0.421
"26578" 641680 22 100.1 "field_out" 0.374 0.482
"26579" 668939 22 89.2 "single" 0.286 0.297
"26580" 592192 70 70.6 "field_out" 0 0
"26581" 623912 -38 90.4 "field_out" 0.077 0.069
"26582" 676694 8 96.7 "single" 0.617 0.566
"26583" 664238 2 107.1 "single" 0.494 0.445
"26584" 519203 41 86 "field_out" 0.017 0.024
"26585" 673490 10 71.6 "field_out" 0.251 0.226
"26586" 545121 -5 97.7 "single" 0.274 0.247
"26587" 662139 0 66 "field_out" 0.137 0.135
"26588" 666464 7 68.3 "field_out" 0.174 0.157
"26589" 656305 24 106.5 "home_run" 0.891 1.694
"26590" 542932 -39 98.1 "single" 0.1 0.09
"26591" 596142 21 78.1 "single" 0.917 0.885
"26592" 663697 79 64.2 "field_out" 0.006 0.005
"26593" 663898 8 80.1 "single" 0.36 0.334
"26594" 553993 28 79.7 "field_out" 0.183 0.173
"26595" 669357 25 72.8 "single" 0.889 0.846
"26596" 650391 28 98.1 "field_out" 0.38 0.637
"26597" 543877 2 80.7 "field_out" 0.22 0.205
"26598" 624431 60 89.5 "field_out" 0.006 0.005
"26599" 570482 13 107.8 "double" 0.846 0.915
"26600" 543939 63 77.8 "field_out" 0.02 0.023
"26601" 664029 8 101.4 "field_out" 0.686 0.633
"26602" 624431 13 99.9 "single" 0.891 0.878
"26603" 656555 -9 100.7 "field_out" 0.263 0.237
"26604" 673357 8 82.8 "field_out" 0.423 0.392
"26605" 657077 30 95.5 "field_out" 0.151 0.246
"26606" 543760 22 101.8 "double" 0.571 0.8
"26607" 664314 71 87.4 "field_out" 0.009 0.01
"26608" 686681 30 85 "field_out" 0.069 0.092
"26609" 571980 27 72.8 "field_out" 0.771 0.724
"26610" 664983 36 97.2 "field_out" 0.146 0.264
"26611" 592192 -18 101.1 "field_out" 0.16 0.144
"26612" 671739 17 112.8 "double" 0.774 1.075
"26613" 657557 36 84.5 "field_out" 0.011 0.01
"26614" 608700 39 90.9 "field_out" 0.023 0.027
"26615" 661531 -6 71.3 "field_out" 0.083 0.076
"26616" 592669 -15 104.7 "field_out" 0.229 0.206
"26617" 642715 25 107.8 "home_run" 0.966 1.951
"26618" 663837 -9 93.4 "force_out" 0.206 0.197
"26619" 502671 49 101.9 "field_out" 0.029 0.053
"26620" 670276 15 91.6 "single" 0.914 0.91
"26621" 595777 -80 43.8 "field_out" 0.16 0.144
"26622" 657757 48 83.5 "field_out" 0.009 0.01
"26623" 606132 -32 92.9 "field_out" 0.103 0.096
"26624" 666969 69 91.3 "force_out" 0.014 0.016
"26625" 543939 -63 61.3 "fielders_choice" 0.26 0.242
"26626" 643217 12 89 "single" 0.786 0.737
"26627" 571976 69 71.7 "field_out" 0 0
"26628" 641933 0 83.5 "field_out" 0.197 0.177
"26629" 608369 12 88.4 "single" 0.754 0.7
"26630" 668227 -8 80.6 "force_out" 0.1 0.09
"26631" 680757 -5 88.6 "single" 0.174 0.168
"26632" 682928 -1 94.3 "field_out" 0.323 0.305
"26633" 676801 4 97.7 "single" 0.554 0.538
"26634" 571448 20 101.8 "double" 0.483 0.627
"26635" 665482 -32 96.4 "field_out" 0.12 0.123
"26636" 602104 -3 104.1 "single" 0.351 0.316
"26637" 622682 -1 101 "single" 0.4 0.376
"26638" 607043 -11 66.6 "field_out" 0.069 0.062
"26639" 650859 14 71.6 "single" 0.466 0.419
"26640" 664029 11 99.5 "single" 0.88 0.868
"26641" 657041 6 105.9 "field_out" 0.609 0.587
"26642" 672779 18 103.3 "double" 0.449 0.537
"26643" 664983 32 94.1 "home_run" 0.106 0.178
"26644" 641933 8 96.9 "double" 0.617 0.566
"26645" 623205 15 97.5 "field_out" 0.791 0.8
"26646" 665828 11 74.9 "field_out" 0.329 0.296
"26647" 621563 54 83.2 "field_out" 0.023 0.021
"26648" 543281 55 86.8 "field_out" 0.014 0.013
"26649" 518934 -21 87.5 "field_out" 0.114 0.12
"26650" 578428 0 98.1 "field_out" 0.397 0.376
"26651" 656555 -1 104.1 "single" 0.429 0.4
"26652" 669720 -16 72.9 "field_out" 0.06 0.059
"26653" 663698 -1 104.2 "field_out" 0.429 0.4
"26654" 663993 7 95.2 "single" 0.517 0.466
"26655" 664023 -8 102.5 "field_out" 0.28 0.252
"26656" 592669 40 93.4 "field_out" 0.023 0.023
"26657" 623168 2 98.5 "field_out" 0.449 0.421
"26658" 670712 -17 92.6 "single" 0.146 0.139
"26659" 643376 3 70.2 "field_out" 0.126 0.113
"26660" 621563 -3 103 "single" 0.329 0.296
"26661" 622534 -17 100.4 "field_out" 0.149 0.134
"26662" 681082 -28 100.5 "double" 0.109 0.098
"26663" 677594 24 99.3 "triple" 0.44 0.634
"26664" 593643 13 103.9 "single" 0.84 0.865
"26665" 502671 2 85.6 "single" 0.326 0.32
"26666" 571970 15 105.2 "single" 0.62 0.668
"26667" 622682 -13 98 "field_out" 0.226 0.228
"26668" 664731 -79 49 "sac_bunt" 0.157 0.141
"26669" 545361 5 52.3 "field_out" 0.129 0.116
"26670" 656541 38 96.1 "field_out" 0.106 0.196
"26671" 682985 -39 90.5 "field_out" 0.08 0.072
"26672" 643446 13 90.8 "single" 0.923 0.905
"26673" 575929 -20 68.7 "field_out" 0.049 0.045
"26674" 650402 34 99.7 "home_run" 0.377 0.749
"26675" 665742 19 110.7 "home_run" 0.837 1.313
"26676" 666182 NA NA "field_out" NA NA
"26677" 686469 20 75.8 "single" 0.96 0.914
